Customer ID,Frequency,Monetary,Returns,Customer Age,Gender,Churn,Recency,Recency_log
2841,7,20103,2.0,29,0,0,185,5.225746673713202
2842,5,12372,0.0,18,1,1,84,4.442651256490317
2843,6,13029,1.0,52,1,1,536,6.285998094508865
2844,4,12567,0.0,62,0,0,327,5.793013608384144
2845,2,8260,2.0,26,1,1,1136,7.036148493750536
2846,5,14827,1.0,56,1,0,133,4.897839799950911
2847,6,19863,2.0,44,0,0,386,5.958424693029782
2848,3,11675,3.0,48,1,1,1050,6.957497370876951
2849,3,7767,1.0,65,1,0,67,4.219507705176107
2850,5,15018,2.0,34,1,0,148,5.003946305945459
2851,1,2973,1.0,28,1,1,535,6.284134161070802
2852,3,8765,2.0,42,1,0,141,4.955827057601261
2853,5,16937,0.0,53,1,0,60,4.110873864173311
2854,4,14939,1.0,35,1,0,171,5.147494476813453
2855,7,24173,5.0,47,0,0,309,5.736572297479192
2856,2,6331,1.0,46,1,1,519,6.253828811575473
2857,5,20336,3.0,41,0,1,735,6.601230118728877
2858,2,5400,0.0,56,1,1,211,5.356586274672012
2859,2,4940,1.0,39,0,0,95,4.564348191467836
2860,3,9099,3.0,55,0,1,687,6.533788837933344
2861,5,14724,1.0,18,0,0,36,3.610917912644224
2862,7,11341,2.0,46,0,0,112,4.727387818712341
2863,3,5840,2.0,19,1,0,225,5.420534999272286
2864,4,11542,0.0,29,1,1,321,5.7745515455444085
2865,6,22657,1.0,57,0,0,379,5.940171252720432
2866,10,31263,7.0,64,0,0,3,1.3862943611198906
2867,8,24038,2.0,50,0,0,588,6.3784261836515865
2868,7,23778,2.0,68,1,0,107,4.68213122712422
2869,3,3227,2.0,63,0,0,62,4.143134726391533
2870,9,30046,5.0,49,0,0,56,4.04305126783455
2871,2,9087,2.0,70,1,0,48,3.8918202981106265
2872,7,15098,3.0,43,0,0,131,4.882801922586371
2873,3,13546,0.0,23,0,0,109,4.700480365792417
2874,4,11040,1.0,62,0,0,134,4.90527477843843
2875,5,8498,2.0,46,0,1,959,6.866933284461882
2876,4,11664,3.0,23,0,1,14,2.70805020110221
2877,7,20732,2.0,66,1,0,153,5.0369526024136295
2878,8,24088,2.0,59,0,0,266,5.58724865840025
2879,2,8224,0.0,38,1,0,116,4.762173934797756
2880,3,6029,2.0,56,0,0,154,5.043425116919247
2881,5,7121,2.0,34,0,1,288,5.666426688112432
2882,4,11387,0.0,18,0,1,468,6.150602768446279
2883,4,7818,2.0,26,1,1,807,6.694562058521095
2884,6,14164,1.0,34,1,0,259,5.560681631015528
2885,8,22348,2.0,61,1,0,325,5.786897381366708
2886,5,17324,0.0,54,1,0,90,4.51085950651685
2887,6,19949,3.0,30,1,1,240,5.484796933490655
2888,5,10053,4.0,46,1,0,573,6.352629396319567
2889,4,12457,3.0,60,0,0,222,5.407171771460119
2890,2,4430,2.0,26,1,1,752,6.6240652277998935
2891,6,17809,3.0,70,0,0,271,5.605802066295998
2892,6,16830,3.0,67,0,0,19,2.995732273553991
2893,4,16512,2.0,29,0,0,169,5.135798437050262
2894,6,18156,3.0,20,1,0,264,5.579729825986222
2895,3,6376,2.0,41,1,1,551,6.313548046277095
2896,10,35466,7.0,70,0,0,110,4.709530201312334
2897,3,11315,1.0,53,1,1,1015,6.923628628138427
2898,2,5323,0.0,27,1,0,421,6.045005314036012
2899,5,9250,0.0,68,0,0,227,5.429345628954441
2900,3,7372,2.0,66,1,0,154,5.043425116919247
2901,3,3584,1.0,21,0,1,240,5.484796933490655
2902,8,16170,2.0,45,1,0,116,4.762173934797756
2903,9,19489,3.0,62,0,0,218,5.389071729816501
2904,3,6520,2.0,47,0,1,689,6.536691597591305
2905,6,16157,3.0,22,1,0,309,5.736572297479192
2906,4,6715,1.0,64,0,1,206,5.332718793265369
2907,2,2129,1.0,69,0,0,139,4.941642422609304
2908,4,11644,2.0,40,0,0,363,5.8971538676367405
2909,6,20536,1.0,42,1,0,194,5.272999558563747
2910,7,24200,3.0,43,0,0,159,5.075173815233827
2911,5,19523,3.0,46,1,0,43,3.784189633918261
2912,4,12613,1.0,33,0,1,12,2.5649493574615367
2913,6,19571,2.0,39,1,1,148,5.003946305945459
2914,4,16239,2.0,36,0,0,399,5.991464547107982
2915,3,11592,1.0,65,1,0,685,6.530877627725885
2916,6,18643,3.0,61,1,0,51,3.951243718581428
2917,4,11349,2.0,25,0,0,116,4.762173934797756
2918,10,30232,4.0,29,1,0,224,5.41610040220442
2919,2,4346,0.0,68,1,1,580,6.364750756851911
2920,5,11124,0.0,39,1,0,245,5.5053315359323625
2921,2,5577,1.0,29,0,1,264,5.579729825986222
2922,5,17982,2.0,48,1,0,36,3.610917912644224
2923,8,24910,4.0,69,1,0,405,6.0063531596017325
2924,8,16611,3.0,70,0,0,3,1.3862943611198906
2925,5,9299,2.0,61,0,1,452,6.115892125483034
2926,3,7601,1.0,63,0,1,490,6.19644412779452
2927,6,15749,2.0,48,1,0,2,1.0986122886681098
2928,5,15833,4.0,46,1,1,423,6.049733455231958
2929,5,11466,3.0,53,0,0,36,3.610917912644224
2930,8,15766,7.0,37,0,0,485,6.186208623900494
2931,1,399,0.0,25,0,1,231,5.44673737166631
2932,4,10033,1.0,37,0,1,413,6.025865973825314
2933,3,11944,1.0,51,0,0,148,5.003946305945459
2934,7,20380,3.0,24,1,0,5,1.791759469228055
2935,7,17439,3.0,31,0,0,75,4.330733340286331
2936,11,31705,4.0,67,0,0,16,2.833213344056216
2937,4,16097,2.0,35,1,1,591,6.3835066348840055
2938,6,20772,3.0,42,0,0,2,1.0986122886681098
2939,3,8150,1.0,26,0,1,433,6.073044534100405
2940,5,8593,2.0,25,1,0,106,4.672828834461906
2941,3,7402,2.0,33,1,1,285,5.655991810819852
2942,5,15943,4.0,27,0,0,107,4.68213122712422
2943,6,17778,2.0,70,1,0,11,2.4849066497880004
2944,9,27653,5.0,52,0,0,130,4.875197323201151
2945,4,14996,1.0,49,0,0,105,4.663439094112067
2946,3,8377,2.0,41,0,1,612,6.418364935936212
2947,7,19405,3.0,53,1,0,9,2.302585092994046
2948,7,15737,1.0,27,0,0,93,4.543294782270004
2949,3,10933,3.0,28,0,0,310,5.739792912179234
2950,6,11998,4.0,31,1,0,19,2.995732273553991
2951,5,12456,0.0,38,1,0,102,4.634728988229636
2952,2,6258,0.0,30,0,1,343,5.840641657373398
2953,5,10749,3.0,44,1,0,14,2.70805020110221
2954,4,15505,3.0,64,0,0,169,5.135798437050262
2955,2,4557,0.0,55,0,1,667,6.504288173536645
2956,5,15193,2.0,61,1,0,274,5.616771097666572
2957,6,13777,4.0,30,1,0,359,5.886104031450156
2958,5,10051,2.0,32,1,1,594,6.38856140554563
2959,4,13501,2.0,36,1,0,18,2.9444389791664403
2960,3,9254,1.0,53,0,1,1190,7.0825485693553
2961,3,8150,3.0,20,0,0,45,3.828641396489095
2962,5,16265,4.0,18,0,0,200,5.303304908059076
2963,6,21182,2.0,52,1,0,471,6.156978985585555
2964,8,28088,3.0,65,0,0,45,3.828641396489095
2965,6,15482,4.0,49,0,0,322,5.777652323222656
2966,3,7273,0.0,30,1,1,318,5.765191102784844
2967,2,7375,0.0,55,0,1,219,5.393627546352362
2968,4,17830,0.0,68,0,0,304,5.720311776607412
2969,7,11260,4.0,27,0,0,37,3.6375861597263857
2970,7,20577,2.0,22,1,0,130,4.875197323201151
2971,3,10394,2.0,23,1,1,958,6.865891074883439
2972,9,25185,3.0,64,1,0,283,5.648974238161206
2973,9,22460,4.0,50,1,0,282,5.645446897643238
2974,7,21451,3.0,47,1,0,111,4.718498871295094
2975,5,14392,1.0,68,1,0,377,5.934894195619588
2976,5,12461,1.0,61,0,0,260,5.564520407322694
2977,2,8386,1.0,44,1,1,576,6.3578422665081
2978,4,10594,3.0,36,0,0,139,4.941642422609304
2979,5,12627,3.0,53,1,0,135,4.912654885736052
2980,5,10979,3.0,26,1,0,5,1.791759469228055
2981,6,12872,3.0,20,0,0,379,5.940171252720432
2982,4,6999,3.0,67,1,1,215,5.375278407684165
2983,5,8928,2.0,26,0,1,453,6.118097198041348
2984,4,15790,1.0,64,1,0,328,5.796057750765372
2985,4,9490,0.0,36,1,0,267,5.5909869805108565
2986,4,16041,3.0,61,0,0,409,6.016157159698354
2987,2,3822,0.0,54,1,1,428,6.061456918928017
2988,2,3349,0.0,53,1,0,734,6.5998704992128365
2989,10,32141,2.0,63,1,0,179,5.19295685089021
2990,5,14459,3.0,51,0,0,161,5.087596335232384
2991,3,8372,1.0,37,0,0,227,5.429345628954441
2992,7,18292,3.0,53,1,0,59,4.0943445622221
2993,8,16807,4.0,41,0,1,246,5.5093883366279774
2994,3,9268,1.0,33,1,0,76,4.343805421853684
2995,7,23543,1.0,45,1,1,213,5.365976015021851
2996,7,23924,3.0,68,1,0,75,4.330733340286331
2997,3,10211,0.0,18,1,1,103,4.6443908991413725
2998,7,22311,3.0,25,0,0,410,6.018593214496234
2999,8,25818,4.0,67,1,0,196,5.2832037287379885
3000,5,13747,4.0,34,0,0,37,3.6375861597263857
3001,10,27163,6.0,38,1,0,50,3.9318256327243257
3002,8,26113,0.0,61,0,0,3,1.3862943611198906
3003,3,9979,0.0,56,0,1,346,5.849324779946859
3004,3,6462,1.0,68,1,0,118,4.77912349311153
3006,5,9930,2.0,42,0,0,364,5.899897353582492
3007,5,14143,1.0,22,1,1,522,6.259581464064923
3008,5,9685,3.0,56,1,0,238,5.476463551931511
3009,1,1229,1.0,23,0,1,410,6.018593214496234
3010,6,19000,3.0,53,1,1,324,5.783825182329737
3011,6,14102,2.0,59,1,0,60,4.110873864173311
3012,5,11475,4.0,50,0,0,208,5.342334251964811
3013,2,7210,0.0,23,0,0,12,2.5649493574615367
3014,5,13233,2.0,35,0,1,98,4.59511985013459
3015,9,20514,3.0,46,1,1,169,5.135798437050262
3016,6,20912,3.0,39,0,1,95,4.564348191467836
3017,7,15066,4.0,49,0,1,60,4.110873864173311
3018,5,10431,1.0,21,0,0,28,3.367295829986474
3019,7,20913,1.0,63,1,0,179,5.19295685089021
3020,2,5771,0.0,57,0,1,334,5.814130531825066
3021,1,2578,0.0,19,1,1,719,6.579251212010101
3022,10,21150,6.0,32,1,0,38,3.6635616461296463
3023,4,15244,4.0,38,0,1,899,6.802394763324311
3024,7,13360,3.0,44,0,0,72,4.290459441148391
3025,6,17470,3.0,59,1,0,204,5.3230099791384085
3026,9,24548,5.0,45,0,0,12,2.5649493574615367
3027,5,13029,5.0,51,1,0,167,5.123963979403259
3028,6,19405,1.0,40,1,0,103,4.6443908991413725
3029,5,14745,3.0,70,0,0,69,4.248495242049359
3030,5,8988,2.0,20,1,1,284,5.652489180268651
3031,7,18188,5.0,32,1,0,382,5.948034989180646
3032,3,5013,0.0,22,1,1,498,6.212606095751519
3033,4,12010,2.0,53,1,0,149,5.010635294096256
3034,3,10540,3.0,47,1,0,249,5.521460917862246
3035,8,23026,3.0,51,1,0,40,3.713572066704308
3036,6,15896,2.0,22,1,0,341,5.834810737062605
3037,4,13597,0.0,21,1,1,785,6.666956792429207
3038,5,17532,4.0,32,1,0,105,4.663439094112067
3039,9,25731,6.0,55,0,1,77,4.356708826689592
3040,8,20774,2.0,39,0,0,41,3.737669618283368
3041,4,9873,2.0,31,1,0,126,4.844187086458591
3042,3,9518,2.0,35,1,0,157,5.062595033026967
3043,5,18193,2.0,44,0,1,826,6.717804695023691
3044,4,14074,1.0,52,1,0,453,6.118097198041348
3045,3,10256,2.0,43,1,1,449,6.1092475827643655
3046,3,10007,1.0,48,0,0,283,5.648974238161206
3047,4,8107,1.0,34,1,0,89,4.499809670330265
3048,8,18704,3.0,42,0,0,96,4.574710978503383
3049,8,26788,3.0,66,1,1,251,5.529429087511423
3050,7,12889,5.0,30,1,1,163,5.099866427824199
3051,4,10218,0.0,42,1,1,271,5.605802066295998
3052,4,14138,2.0,44,1,0,177,5.181783550292085
3053,1,5092,0.0,46,0,0,90,4.51085950651685
3054,5,8951,2.0,20,1,0,283,5.648974238161206
3055,7,25599,4.0,67,1,0,235,5.4638318050256105
3056,1,1919,0.0,28,0,1,251,5.529429087511423
3057,2,3079,1.0,47,1,1,201,5.308267697401205
3059,4,14357,3.0,57,1,0,38,3.6635616461296463
3060,8,21553,0.0,61,0,0,19,2.995732273553991
3061,5,10314,2.0,55,1,0,319,5.768320995793772
3062,6,22066,4.0,31,0,0,93,4.543294782270004
3063,5,15757,1.0,30,0,0,373,5.924255797414532
3064,4,14046,1.0,51,1,0,535,6.284134161070802
3065,6,13306,2.0,44,0,0,41,3.737669618283368
3066,10,29499,2.0,43,1,0,19,2.995732273553991
3067,7,20376,1.0,48,1,0,126,4.844187086458591
3068,4,9896,0.0,62,0,1,62,4.143134726391533
3069,6,18220,3.0,52,0,0,336,5.820082930352362
3070,7,17724,3.0,62,0,0,89,4.499809670330265
3071,3,9749,0.0,20,0,0,66,4.204692619390966
3072,5,16930,2.0,58,1,0,6,1.9459101490553128
3073,6,10579,3.0,49,1,0,30,3.4339872044851463
3074,6,16091,3.0,42,1,0,15,2.772588722239781
3075,1,1498,0.0,19,0,1,471,6.156978985585555
3076,2,4967,1.0,61,1,1,791,6.674561391814426
3077,6,10860,2.0,34,0,0,2,1.0986122886681098
3078,5,15833,3.0,47,0,0,263,5.575949103146316
3079,7,12718,4.0,39,0,0,126,4.844187086458591
3080,3,5995,2.0,48,1,0,218,5.389071729816501
3081,8,22077,4.0,49,0,0,146,4.990432586778736
3082,4,7859,2.0,36,0,0,20,3.044522437723423
3083,2,4029,2.0,33,0,0,255,5.545177444479562
3084,3,1544,0.0,23,0,1,376,5.932245187448011
3085,8,23808,3.0,30,0,0,292,5.680172609017068
3086,4,7598,2.0,26,1,1,372,5.921578419643816
3087,6,17235,1.0,50,0,0,25,3.258096538021482
3088,3,6277,1.0,54,1,0,249,5.521460917862246
3089,8,20930,1.0,52,1,0,8,2.19722457733622
3090,4,10436,1.0,37,0,1,593,6.386879319362645
3091,3,7065,2.0,27,1,0,74,4.31748811353631
3092,6,14684,4.0,38,1,0,77,4.356708826689592
3093,3,7468,2.0,22,1,0,213,5.365976015021851
3094,4,11706,2.0,32,0,1,446,6.102558594613569
3095,5,18334,1.0,19,1,1,593,6.386879319362645
3096,3,7578,0.0,30,1,0,132,4.890349128221754
3097,7,21208,2.0,70,1,0,476,6.1675164908883415
3098,4,12345,3.0,53,1,1,493,6.202535517187923
3099,12,32796,8.0,27,1,0,511,6.238324625039508
3100,4,9898,2.0,35,0,1,251,5.529429087511423
3101,4,12791,1.0,51,0,0,115,4.7535901911063645
3102,4,11757,2.0,56,1,0,177,5.181783550292085
3103,5,20970,2.0,63,1,0,108,4.691347882229144
3104,8,19355,4.0,31,0,0,188,5.241747015059643
3105,6,11939,2.0,43,1,0,270,5.602118820879701
3106,3,9635,2.0,47,1,1,467,6.148468295917647
3107,6,14849,4.0,56,0,0,326,5.7899601708972535
3108,7,13936,2.0,56,0,0,231,5.44673737166631
3109,5,9503,1.0,64,1,0,255,5.545177444479562
3110,6,12011,3.0,56,0,0,505,6.226536669287466
3111,4,13378,2.0,31,0,0,54,4.007333185232471
3112,4,13345,2.0,27,1,0,265,5.583496308781699
3113,3,8005,3.0,67,0,1,409,6.016157159698354
3114,3,7001,2.0,19,0,1,677,6.519147287940395
3115,2,4640,2.0,45,0,1,403,6.001414877961151
3116,2,6143,0.0,25,0,1,260,5.564520407322694
3117,6,17781,2.0,32,0,0,103,4.6443908991413725
3118,2,8877,2.0,46,1,0,242,5.493061443340548
3119,4,15103,0.0,57,0,1,39,3.688879454113936
3120,2,3984,0.0,69,1,1,335,5.817111159963204
3121,8,26401,3.0,34,0,0,263,5.575949103146316
3122,6,14538,3.0,66,0,0,395,5.981414211254481
3123,4,10259,3.0,50,0,1,408,6.013715156042802
3124,2,5883,0.0,27,1,1,452,6.115892125483034
3125,10,18036,6.0,56,0,0,351,5.863631175598097
3126,3,6696,1.0,43,0,0,5,1.791759469228055
3127,7,23533,0.0,33,0,0,119,4.787491742782046
3128,4,10858,1.0,55,1,0,267,5.5909869805108565
3129,3,5795,1.0,36,1,1,458,6.129050210060545
3130,4,17300,0.0,70,1,1,616,6.424869023905388
3131,7,20183,3.0,60,1,0,175,5.170483995038151
3132,6,18177,4.0,23,0,0,202,5.313205979041787
3133,5,11406,2.0,24,1,1,501,6.218600119691729
3134,3,8219,1.0,22,0,1,1027,6.93537044601511
3135,3,6370,2.0,35,1,0,916,6.821107472256465
3136,4,11361,3.0,19,0,1,393,5.976350909297934
3137,2,3385,1.0,23,1,1,1140,7.039660349862076
3138,3,6573,1.0,36,1,0,113,4.736198448394496
3139,5,13422,3.0,63,1,0,329,5.799092654460526
3140,6,8881,2.0,26,0,0,248,5.517452896464707
3141,3,6125,1.0,25,1,0,168,5.1298987149230735
3142,9,21432,3.0,61,1,0,189,5.247024072160486
3143,2,5957,1.0,41,1,0,164,5.10594547390058
3144,3,8361,2.0,37,1,1,332,5.808142489980444
3145,5,7090,3.0,46,1,0,154,5.043425116919247
3146,10,25280,5.0,25,1,0,47,3.871201010907891
3147,6,16913,1.0,45,1,0,78,4.3694478524670215
3148,3,8957,2.0,37,1,1,507,6.230481447578482
3149,8,26069,5.0,45,1,0,17,2.8903717578961645
3150,11,31961,6.0,18,1,0,29,3.4011973816621555
3151,7,22498,4.0,19,1,1,335,5.817111159963204
3152,3,8204,2.0,53,0,0,73,4.30406509320417
3153,8,17723,2.0,46,0,0,18,2.9444389791664403
3154,5,18465,2.0,57,0,0,112,4.727387818712341
3155,6,11431,2.0,57,1,0,39,3.688879454113936
3156,7,22519,4.0,49,0,0,123,4.820281565605037
3157,9,30945,4.0,70,1,0,28,3.367295829986474
3158,3,8072,1.0,37,1,1,685,6.530877627725885
3159,9,26551,3.0,55,1,0,192,5.262690188904886
3160,4,12595,1.0,41,1,0,200,5.303304908059076
3161,8,20851,6.0,28,1,0,60,4.110873864173311
3162,1,2699,1.0,53,1,0,47,3.871201010907891
3163,5,18297,0.0,34,0,0,158,5.068904202220232
3164,4,13363,1.0,48,1,0,384,5.953243334287785
3165,4,8708,0.0,25,0,1,177,5.181783550292085
3166,4,10760,1.0,26,1,1,770,6.647688373563329
3167,4,5240,0.0,59,0,0,66,4.204692619390966
3168,4,7460,2.0,39,1,1,514,6.244166900663736
3169,5,9215,1.0,51,0,1,161,5.087596335232384
3170,5,12140,2.0,35,0,0,158,5.068904202220232
3171,5,13293,3.0,67,0,1,365,5.902633333401366
3172,4,9371,3.0,54,0,1,404,6.003887067106539
3173,5,11553,3.0,57,1,0,111,4.718498871295094
3174,3,3610,2.0,59,1,0,14,2.70805020110221
3175,3,5981,1.0,54,0,0,62,4.143134726391533
3176,6,20198,1.0,61,0,1,108,4.691347882229144
3177,7,20163,5.0,32,1,0,201,5.308267697401205
3178,5,12116,1.0,21,0,0,86,4.465908118654584
3179,4,10944,3.0,36,1,0,19,2.995732273553991
3180,8,22843,3.0,49,0,0,268,5.594711379601839
3181,5,18745,2.0,18,1,1,533,6.280395838960195
3182,7,20500,5.0,54,1,0,7,2.079441541679836
3183,9,19707,3.0,31,0,1,77,4.356708826689592
3184,2,3586,1.0,24,1,0,150,5.017279836814924
3185,8,23600,2.0,63,0,0,29,3.4011973816621555
3186,4,9004,2.0,19,0,1,496,6.208590026096629
3187,8,22583,3.0,55,0,0,34,3.555348061489413
3188,3,10880,2.0,61,0,1,348,5.855071922202427
3189,8,18395,4.0,59,0,0,243,5.497168225293202
3190,5,15707,2.0,60,0,0,39,3.688879454113936
3191,5,14411,2.0,44,1,0,247,5.513428746164983
3192,7,14784,4.0,22,0,0,198,5.293304824724492
3193,4,13955,0.0,31,0,0,210,5.351858133476067
3194,8,23424,3.0,34,0,0,147,4.997212273764115
3195,1,3729,0.0,21,1,0,537,6.2878585601617845
3196,11,22509,6.0,25,1,0,273,5.613128106388071
3197,6,18906,4.0,55,0,0,104,4.653960350157523
3198,7,14306,3.0,23,1,0,78,4.3694478524670215
3199,3,8612,2.0,68,1,1,114,4.74493212836325
3200,5,20183,1.0,57,0,0,27,3.332204510175204
3201,5,15793,2.0,68,1,0,23,3.1780538303479458
3202,1,3047,1.0,34,1,1,985,6.893656354602635
3203,3,8312,3.0,19,1,1,505,6.226536669287466
3204,5,10558,2.0,65,0,0,24,3.218875824868201
3205,4,15036,1.0,70,1,0,298,5.700443573390687
3206,5,8318,2.0,46,0,1,763,6.638567789166521
3207,6,12764,3.0,37,0,0,145,4.983606621708336
3208,2,4891,1.0,25,1,1,743,6.612041034833092
3209,8,22408,5.0,53,0,0,39,3.688879454113936
3210,5,14006,2.0,70,0,0,16,2.833213344056216
3211,5,12894,2.0,34,1,0,429,6.063785208687608
3212,5,12560,1.0,39,1,0,183,5.214935757608986
3213,6,20079,3.0,42,0,0,15,2.772588722239781
3214,4,12243,3.0,27,0,0,75,4.330733340286331
3215,8,24320,3.0,42,0,0,52,3.970291913552122
3216,3,7574,2.0,32,0,0,213,5.365976015021851
3217,2,6518,1.0,23,1,0,131,4.882801922586371
3218,10,27124,6.0,36,1,0,9,2.302585092994046
3219,10,25092,4.0,34,0,0,44,3.80666248977032
3220,6,16634,1.0,44,1,0,215,5.375278407684165
3221,6,26443,4.0,65,1,0,74,4.31748811353631
3222,5,14682,1.0,32,1,0,39,3.688879454113936
3223,5,14008,2.0,55,1,0,361,5.891644211825772
3224,4,7264,1.0,26,1,0,4,1.6094379124341005
3225,6,15575,1.0,25,0,0,781,6.661854740545311
3226,3,5584,0.0,42,1,1,144,4.976733742420574
3227,7,22705,3.0,46,1,0,297,5.697093486505405
3228,5,16518,2.0,29,0,0,284,5.652489180268651
3229,2,1118,2.0,20,1,0,71,4.276666119016055
3230,3,9831,1.0,28,1,1,685,6.530877627725885
3231,5,18175,2.0,36,1,0,80,4.394449154672439
3232,5,11626,2.0,60,1,0,157,5.062595033026967
3233,4,12125,1.0,65,0,0,255,5.545177444479562
3234,4,12387,2.0,50,1,0,309,5.736572297479192
3235,7,19768,1.0,24,0,0,70,4.262679877041316
3236,7,20417,3.0,46,1,1,51,3.951243718581428
3237,5,15897,1.0,32,1,1,339,5.828945617610208
3238,10,29829,4.0,65,0,0,105,4.663439094112067
3239,8,21078,3.0,23,1,0,184,5.220355825078324
3240,3,10062,0.0,32,1,1,790,6.673297967767654
3241,4,18303,1.0,66,0,0,285,5.655991810819852
3242,7,18794,4.0,48,0,1,149,5.010635294096256
3243,6,16302,2.0,45,1,0,292,5.680172609017068
3244,6,20244,3.0,27,1,0,278,5.631211781821365
3245,2,6855,2.0,46,1,0,384,5.953243334287785
3246,3,8382,1.0,44,1,0,85,4.454347296253507
3247,12,31803,3.0,21,1,0,96,4.574710978503383
3248,4,13752,2.0,47,1,1,583,6.369900982828227
3249,6,19702,3.0,58,0,0,148,5.003946305945459
3250,4,14632,2.0,41,1,0,89,4.499809670330265
3251,4,14896,2.0,36,0,1,599,6.396929655216146
3252,11,24433,7.0,28,1,0,65,4.189654742026425
3253,8,22948,3.0,42,1,0,184,5.220355825078324
3254,4,12714,2.0,50,1,0,12,2.5649493574615367
3255,3,8779,1.0,39,0,0,42,3.7612001156935615
3256,4,8745,0.0,50,1,1,138,4.934473933130692
3257,8,23677,7.0,62,0,0,92,4.532599493153256
3258,9,21622,2.0,37,1,1,38,3.6635616461296463
3259,7,18268,3.0,20,0,0,197,5.288267030694535
3260,2,7502,0.0,59,0,1,783,6.664409020350408
3261,2,7000,1.0,68,0,1,337,5.823045895483019
3262,6,18617,2.0,40,0,0,104,4.653960350157523
3263,4,10160,2.0,68,0,1,1024,6.932447891572509
3264,9,15871,3.0,24,1,0,126,4.844187086458591
3265,5,12564,2.0,54,0,0,19,2.995732273553991
3266,6,16702,1.0,67,0,0,46,3.8501476017100575
3267,5,12309,0.0,20,0,0,20,3.044522437723423
3268,3,9251,1.0,21,0,1,214,5.3706380281276624
3269,2,4163,0.0,38,1,0,48,3.8918202981106265
3270,5,12388,2.0,37,0,0,277,5.627621113690637
3271,8,23013,3.0,47,0,0,3,1.3862943611198906
3272,2,4226,1.0,59,1,1,468,6.150602768446279
3273,4,11690,4.0,61,0,1,684,6.529418838262226
3274,4,15765,0.0,48,1,0,36,3.610917912644224
3275,6,18433,3.0,66,0,0,300,5.707110264748875
3276,4,8353,3.0,67,0,0,78,4.3694478524670215
3277,6,24249,5.0,47,0,0,22,3.1354942159291497
3278,3,10275,2.0,57,1,0,725,6.587550014824796
3279,5,11951,0.0,60,0,1,697,6.548219102762372
3280,2,5735,0.0,51,1,0,381,5.945420608606575
3281,5,19682,1.0,70,1,0,60,4.110873864173311
3282,5,10189,2.0,47,1,0,260,5.564520407322694
3283,8,26262,4.0,23,1,0,77,4.356708826689592
3284,6,19151,3.0,61,0,0,116,4.762173934797756
3285,8,15210,5.0,37,0,1,245,5.5053315359323625
3286,6,12229,3.0,43,0,0,203,5.318119993844216
3287,5,17295,0.0,35,0,1,23,3.1780538303479458
3288,10,14210,2.0,24,1,0,171,5.147494476813453
3289,6,14380,2.0,64,0,0,53,3.9889840465642745
3290,4,14958,2.0,49,0,0,31,3.4657359027997265
3291,2,1427,0.0,38,0,0,23,3.1780538303479458
3292,4,10144,2.0,67,1,0,209,5.3471075307174685
3293,2,6280,2.0,41,0,1,488,6.192362489474872
3294,6,18977,1.0,32,0,1,68,4.23410650459726
3295,1,4245,0.0,48,0,1,294,5.68697535633982
3296,1,572,0.0,49,0,1,1210,7.099201743553092
3297,5,16398,3.0,48,1,0,246,5.5093883366279774
3298,6,20265,4.0,40,1,0,235,5.4638318050256105
3299,5,9718,2.0,34,0,0,234,5.459585514144159
3300,2,8856,2.0,24,1,1,819,6.709304340258298
3301,3,5943,0.0,52,1,1,510,6.236369590203704
3302,4,5936,0.0,21,1,0,29,3.4011973816621555
3303,9,28545,2.0,46,0,1,323,5.780743515792329
3304,4,17124,4.0,25,1,0,363,5.8971538676367405
3305,1,4930,0.0,47,0,0,562,6.333279628139691
3306,5,12516,3.0,67,1,0,203,5.318119993844216
3307,5,7959,2.0,32,0,0,3,1.3862943611198906
3308,7,18347,3.0,44,0,0,119,4.787491742782046
3309,8,26379,4.0,36,1,0,129,4.867534450455582
3310,4,11427,1.0,38,1,1,367,5.908082938168931
3311,3,4730,2.0,26,1,1,253,5.537334267018537
3312,6,15418,2.0,30,1,0,109,4.700480365792417
3313,6,15441,2.0,61,0,0,175,5.170483995038151
3314,4,6875,2.0,63,1,0,54,4.007333185232471
3315,4,11295,3.0,38,1,0,141,4.955827057601261
3316,3,4603,3.0,63,0,1,340,5.831882477283517
3317,3,7684,3.0,39,1,0,71,4.276666119016055
3318,5,10012,4.0,18,0,1,496,6.208590026096629
3319,2,5138,0.0,18,1,1,712,6.569481420414296
3320,2,5514,2.0,42,0,1,793,6.677083461247136
3321,5,12907,2.0,22,1,0,2,1.0986122886681098
3322,2,1668,1.0,53,0,1,896,6.799055862058796
3323,5,16210,2.0,23,0,1,462,6.137727054086234
3324,1,2940,0.0,56,0,1,987,6.895682697747868
3325,2,5195,0.0,26,0,0,150,5.017279836814924
3326,3,12195,0.0,67,1,0,289,5.66988092298052
3327,3,7699,1.0,29,0,0,53,3.9889840465642745
3329,1,4971,1.0,30,1,1,465,6.144185634125646
3330,6,20915,2.0,66,1,0,63,4.158883083359672
3331,6,18978,2.0,37,1,0,111,4.718498871295094
3332,5,11822,1.0,46,1,0,43,3.784189633918261
3333,5,14528,2.0,54,0,0,250,5.525452939131784
3334,5,15184,4.0,63,0,1,523,6.261491684321042
3335,9,16710,5.0,33,1,0,44,3.80666248977032
3336,9,23189,3.0,48,1,0,197,5.288267030694535
3337,3,9270,3.0,66,0,0,88,4.48863636973214
3338,1,1376,0.0,33,1,1,247,5.513428746164983
